Column1;Unnamed: 0;food;Caloric Value;Fat;Saturated Fats;Monounsaturated Fats;Polyunsaturated Fats;Carbohydrates;Sugars;Protein;Dietary Fiber;Cholesterol;Sodium;Water;Vitamin A;Vitamin B1;Vitamin B11;Vitamin B12;Vitamin B2;Vitamin B3;Vitamin B5;Vitamin B6;Vitamin C;Vitamin D;Vitamin E;Vitamin K;Calcium;Copper;Iron;Magnesium;Manganese;Phosphorus;Potassium;Selenium;Zinc;Nutrition Density
16;16;figs;37;2;68;8;78;96;81;4;15;0;49;396;0;43;46;0;30;2;2;83;1;0;1;27;175;79;2;85;24;7;116;83;60;304
17;17;clementine;35;1;0;0;0;89;68;6;13;0;44;641;0;0;52;63;0;60;5;1;18;361;0;1;0;222;93;1;74;35;155;131;0;10954
18;18;orange;86;2;8;99;5;216;172;17;44;0;0;1596;0;0;2;80;0;89;5;5;1;979;0;3;0;736;94;2;184;57;258;333;35;28073
19;19;bartlett pear;112;3;0;0;0;266;172;7;55;0;47;1489;0;51;23;0;18;3;40;10;78;0;2;28;159;1;3;106;91;195;1788;44;1;571
20;20;red white currants;63;2;43;91;89;155;83;16;48;0;56;94;0;30;16;0;59;1;60;62;459;0;1;93;37;1;11;146;2;493;308;79;3;1061
21;21;blueberries;84;5;47;43;2;214;147;11;36;0;15;1246;0;0;86;74;0;16;6;2;58;144;0;8;41;89;63;4;89;5;178;114;27;26767
22;22;mulberries;6;49;4;16;65;15;12;2;3;0;21;132;0;0;5;92;0;75;13;0;25;55;0;1;74;59;41;3;27;0;57;291;83;2163
23;23;java plum;2;29;0;0;0;5;0;34;0;0;63;25;0;51;0;0;58;42;0;75;4;0;0;0;6;0;54;5;0;5;24;0;0;1624
24;24;prune puree;46;20;38;0;0;117;7;4;6;0;36;54;0;0;53;0;0;0;5;57;0;8;0;0;0;56;0;5;0;0;13;1534;0;12709
25;25;applesauce;102;2;28;36;90;275;229;4;27;0;31;2153;0;0;70;29;0;85;2;1;80;24;0;4;43;98;14;6;73;74;122;1806;7;30923
26;26;blackberries raw;62;7;76;30;4;138;7;2;76;0;50;1269;0;30;45;0;54;9;4;37;302;0;17;82;418;2;9;288;9;317;2333;8;8;970
27;27;plum;30;2;62;3;22;75;65;5;9;0;0;576;0;0;77;36;0;21;3;33;38;63;0;2;47;4;56;1;46;16;106;1036;0;921
28;28;american grapes;2;87;29;82;74;4;4;35;90;0;56;2;0;60;49;0;25;45;50;61;32;0;27;52;3;94;99;1;100;2;46;30;91;93
29;29;peach;59;4;34;1;1;143;126;14;23;0;0;1333;0;0;35;4;0;60;12;2;75;99;0;11;42;9;1;4;135;30;30;285;69;18643
30;30;honeydew melon;64;2;55;49;1;161;144;1;14;0;62;159;0;92;52;0;66;7;3;2;319;0;43;83;106;7;3;177;3;195;4036;99;2;615
31;31;yellow plantain fried;399;127;31;39;38;689;368;24;54;0;79;829;0;1;0;0;61;14;1;5;0;0;19;50;101;2;1;761;5;727;8568;77;4;1005
32;32;rose hips;206;4;0;0;0;485;33;2;306;0;35;745;0;48;85;0;2;17;1;78;541;0;74;50;2146;1;13;876;13;775;5448;0;3;8384
33;33;lemons;17;2;63;46;31;54;15;6;16;0;45;516;0;85;23;0;66;56;1;85;307;0;75;0;151;90;3;46;36;93;80;44;65;539
34;34;lime;20;1;87;2;95;71;11;5;19;0;82;591;0;67;70;0;34;1;1;55;195;0;1;85;221;52;4;4;13;121;683;76;11;516
35;35;pomegranate;117;16;2;1;1;264;193;24;56;0;42;1099;0;0;8;59;0;4;4;5;1;144;0;8;66;141;2;4;169;2;508;3328;90;3633
36;36;gooseberries;66;9;1;60;5;153;0;13;65;0;74;1318;0;0;68;84;0;7;5;4;1;416;0;6;0;375;1;5;15;2;405;297;97;242
37;37;asian pear;51;3;9;91;91;13;86;6;44;0;0;1077;0;100;71;0;73;3;50;79;46;0;1;59;49;67;0;98;10;134;1476;15;41;278
38;38;abiyuch;157;2;65;0;0;401;195;34;121;0;93;1822;0;0;0;0;0;0;0;0;1233;0;0;0;182;1;37;547;4;1072;6931;0;7;2010
39;39;horned melon kiwano;92;26;0;0;0;158;0;37;0;0;95;1859;0;42;40;0;16;12;4;1;111;0;0;0;272;43;24;836;43;773;2571;0;1;628
40;40;fruit walnut salad mcdonalds;312;133;18;21;85;438;329;48;0;53;17;2005;0;100;61;41;1;3;4;3;3836;0;0;0;1716;3;9;343;0;1294;0;0;7;6180
41;41;grapefruit;53;2;92;48;6;133;86;1;2;0;0;1101;0;0;51;10;0;32;3;3;27;39;0;2;0;275;87;1;113;67;225;1688;32;16592
42;42;japanese persimmon;118;3;89;77;86;312;211;1;6;0;67;1349;0;0;63;18;0;27;2;0;2;126;0;12;66;134;2;3;151;6;286;2705;24;38927
43;43;wild raspberries;81;4;0;0;0;18;72;15;98;0;90;1098;0;91;23;0;1;13;4;1;343;0;7;71;468;1;8;338;5;533;2275;0;6;1116
44;44;pink lady apple;18;1;0;0;0;39;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41
45;45;maraschino cherries;8;83;60;15;33;21;19;60;2;0;72;29;0;0;0;0;0;60;88;17;0;0;69;68;27;89;91;2;63;2;11;18;31;519
46;46;black currants;71;5;19;81;2;172;0;16;0;0;75;918;0;10;0;0;96;3;4;16;2027;0;11;0;616;15;17;269;3;661;3606;0;3;2853
47;47;plantain cooked;179;3;1;20;52;48;216;12;35;0;79;1036;0;64;5;0;36;12;4;4;168;0;2;24;31;1;9;493;0;431;7161;87;2;738
48;48;crab apple;84;3;64;22;18;219;0;4;0;0;30;868;0;55;0;0;77;1;0;0;88;0;0;0;198;69;4;77;1;165;2134;0;0;516
49;49;pom potes materne;19;2;2;48;38;2;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
50;50;apple;95;3;43;2;94;251;189;5;44;0;62;1557;0;0;94;30;0;84;2;1;30;84;0;3;44;109;86;2;91;10;20;1947;0;30438
51;51;cantaloupe melon;60;3;71;79;1;144;139;15;16;0;87;1596;0;0;51;13;0;98;13;2;1;65;0;15;28;159;18;4;212;64;266;4726;82;17939
52;52;prickly pear cooked;7;43;0;0;0;16;0;91;0;0;0;57;0;35;0;0;27;95;0;93;5;0;0;0;0;0;0;0;0;0;0;0;0;2226
53;53;guava;37;5;1;54;2;79;49;14;3;0;56;444;0;0;52;7;0;49;6;2;69;1256;0;4;19;99;1;1;121;20;22;2294;78;12956
54;54;strawberries;4;69;57;60;36;9;6;10;2;0;68;109;0;63;12;0;26;52;97;92;71;0;79;62;19;89;40;16;83;29;184;27;91;10261
55;55;japanese persimmon dried;93;2;0;0;0;25;0;5;49;0;2;78;0;0;0;0;53;19;0;0;0;0;0;0;85;2;3;105;5;275;2727;0;1;394
56;56;watermelon;86;4;26;1;1;216;177;17;11;0;43;2615;0;0;89;70;0;37;5;6;1;232;0;1;16;20;1;7;286;1;315;3203;89;25025
57;57;elderberries;106;7;5;1;4;267;0;1;102;0;42;1157;0;1;41;0;61;7;2;3;522;0;0;0;551;47;23;73;0;566;406;97;2;1482
58;58;kumquat;13;2;63;37;42;3;18;4;12;0;18;154;0;0;42;87;0;78;46;77;13;83;0;20;0;118;92;2;38;52;36;353;0;4882
59;59;orange peel;6;17;46;73;70;15;0;93;6;0;23;44;0;63;3;0;19;18;30;75;82;0;39;0;97;95;97;13;0;13;127;48;12;20111
60;60;pokeberry shoots cooked;33;7;0;0;0;51;26;38;25;0;4;1533;0;1;5;0;4;18;74;2;1353;0;14;2;875;2;2;231;6;545;3036;20;3;2369
61;61;breadfruit;227;5;1;50;1;597;242;24;108;0;57;1554;0;0;2;70;0;31;2;1;2;638;0;2;45;374;2;12;55;1;66;107800;8;73872
62;62;pear;101;2;19;1;2;271;174;6;55;0;70;1494;0;63;5;0;72;3;35;79;77;0;2;22;16;1;3;125;82;214;2065;51;2;574
63;63;sour cherries;52;3;69;23;90;125;87;1;16;0;71;887;0;0;25;26;0;79;4;1;53;103;0;12;20;165;1;3;93;1;155;1782;0;15607
64;64;plantain raw;218;6;3;2;1;571;313;23;3;0;82;1167;1;1;2;0;1;12;5;4;329;0;3;10;54;1;1;644;0;573;8717;68;3;1024
65;65;blackberries frozen;97;6;17;6;4;237;161;18;76;0;7;1241;0;70;1;0;68;18;2;0;47;0;18;100;438;2;12;332;18;453;2114;27;4;834
66;66;cherries;5;56;53;93;47;13;1;68;2;0;0;66;0;0;71;63;0;11;52;83;79;6;0;5;53;1;26;15;9;4;17;178;0;1715
67;67;plantain fried;16;6;2;2;1;26;2;23;2;0;65;19;0;84;59;0;99;25;81;23;2;0;0;0;2;28;39;31;96;23;255;0;44;385
68;68;carambola starfruit;26;3;77;10;2;57;34;9;24;0;47;777;0;0;44;21;0;49;3;3;39;292;0;1;0;26;1;56;85;34;102;1131;45;9403
69;69;chayote cooked;35;8;1;0;0;72;0;1;45;0;4;1495;0;40;26;0;30;7;7;2;128;0;0;0;208;2;4;192;3;464;2768;63;5;475
70;70;apple dippers mcdonalds;33;0;0;0;0;82;63;0;0;0;0;595;88;0;0;0;0;0;0;0;1884;0;1;0;422;0;21;0;0;0;0;0;0;238864
71;71;white grapefruit;78;2;72;36;32;198;173;16;26;0;0;2135;0;31;98;0;45;6;7;1;786;0;3;0;283;1;1;212;47;189;3493;13;2;1312
72;72;cherimoya;176;16;5;1;4;416;302;37;71;0;61;1866;0;0;2;34;0;3;15;8;6;296;0;6;0;235;2;6;40;2;611;6745;0;548
73;73;melon balls;57;4;1;32;2;137;0;15;12;0;22;1561;0;3;81;0;84;11;3;2;107;0;0;0;173;1;5;242;80;208;4844;0;3;453
74;74;golden delicious apple;62;2;0;0;0;148;109;3;26;0;34;935;0;0;94;61;0;17;1;63;38;0;0;2;43;65;35;1;55;50;109;109;0;18014
75;75;pokeberry shoots raw;37;6;0;0;0;59;0;42;27;0;50;1466;0;0;1;1;0;5;19;40;2;2176;0;0;0;848;3;27;288;7;704;3872;6;139
76;76;cranberries;21;14;89;11;96;54;19;2;16;0;30;392;0;0;81;35;0;23;93;1;98;63;0;5;63;36;33;1;27;2;5;36;49;7473
77;77;quince;52;12;49;33;89;141;0;4;17;0;81;771;0;0;47;70;0;2;2;37;80;138;0;0;0;101;1;6;74;0;156;1812;72;16436
78;78;chayote raw;25;2;27;53;21;6;22;11;22;0;94;1244;0;0;65;1;0;41;6;3;1;102;0;2;46;224;2;4;158;2;238;165;47;9855
79;79;orange with peel;100;5;36;3;48;246;0;21;72;0;28;1309;0;2;19;0;42;8;5;1;1129;0;0;0;1113;16;13;223;0;35;3116;39;2;2599
80;80;chokecherries;249;26;0;0;0;518;144;47;308;0;78;935;0;5;27;0;3;1;6;3;85;0;5;89;924;3;11;416;6;1032;5837;0;5;1919
81;81;mango;202;13;3;5;2;503;459;28;54;0;27;2804;0;0;34;1;0;1;22;7;4;1223;0;3;19;37;4;5;336;2;47;5645;80;60641
82;82;wild plum;147;3;0;0;0;353;171;7;97;0;47;1235;0;47;98;0;14;6;5;1;166;0;9;77;177;27;3;129;1;483;586;0;1;806
83;83;jeijoa;148;1;3;1;3;37;199;17;156;0;41;2024;0;1;71;0;15;7;6;2;799;0;4;41;413;6;3;219;2;462;418;0;1;1768
84;84;groundcherries;74;1;0;0;0;157;0;27;0;0;0;1196;0;2;0;0;43;39;0;0;154;0;0;0;126;0;14;0;0;56;0;0;0;488
85;85;pesca;30;1;61;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
86;86;persimmon;32;1;0;0;0;84;0;2;0;0;24;161;0;0;0;0;0;0;0;0;165;0;0;0;68;0;6;0;0;65;775;0;0;326
87;87;grapes;3;44;41;12;8;9;8;45;87;0;9;39;0;71;91;0;9;45;6;33;2;0;89;42;5;55;12;3;37;1;94;59;11;183
88;88;rambutan canned;175;4;0;0;0;447;0;14;19;0;51;167;0;88;19;0;77;29;94;39;105;0;0;0;471;1;7;15;7;193;899;0;2;1067
89;89;figs canned;14;39;66;66;45;38;32;1;6;0;49;23;0;8;36;0;93;1;44;94;3;0;92;41;76;3;69;27;95;27;278;93;14;12491
90;90;prunes canned;246;5;72;3;1;651;0;2;89;0;44;1654;0;44;0;0;3;2;2;5;66;0;0;0;398;3;1;351;2;608;5288;0;4;1239
91;91;pineapples canned;28;50;79;39;78;74;68;2;4;0;60;392;0;66;41;0;30;1;87;68;45;0;48;16;66;26;1;66;5;28;573;47;92;19255
92;92;prune plums canned;27;75;6;35;96;7;65;2;4;0;55;386;0;82;34;0;68;2;10;56;13;0;65;93;46;60;2;37;25;69;708;0;60;13728
93;93;tangerines canned;92;100;87;86;40;238;221;15;17;0;22;2229;0;2;53;0;38;11;3;1;852;0;2;0;274;85;7;274;44;249;3312;58;13;140389
94;94;fruit cocktail canned;109;53;30;40;42;281;257;11;24;0;59;2072;0;23;3;0;56;1;1;1;64;0;9;21;19;1;5;166;3;332;2252;75;2;57508
95;95;sour cherries canned;189;3;7;33;87;486;0;19;2;0;73;2006;0;24;88;0;9;4;3;1;5;0;0;0;252;2;33;151;2;252;2394;0;2;863
96;96;mangosteen canned;143;11;0;0;0;351;0;8;35;0;24;1586;0;1;74;0;1;6;57;89;57;0;0;0;235;1;6;255;2;157;941;0;4;703
97;97;apricot juice;117;70;8;48;65;301;262;15;39;0;24;2114;0;0;48;43;0;25;8;2;1;12;0;15;53;293;1;7;244;1;488;4026;28;35804
98;98;strawberries canned;234;7;64;30;3;598;554;14;43;0;24;1914;0;24;8;0;51;1;5;1;805;0;5;91;33;2;12;203;5;305;2184;7;2;1809
99;99;peach canned;110;94;30;26;67;289;257;16;33;0;6;2187;0;4;26;0;34;15;1;71;9;0;12;88;15;1;7;175;1;425;320;40;3;58587
100;100;fruit salad canned;125;8;80;5;6;325;0;13;25;0;69;2145;0;16;20;0;27;9;1;59;82;0;0;0;274;1;6;199;4;349;2888;0;3;72531
101;101;gooseberries canned;184;5;4;97;3;473;0;16;6;0;97;2019;0;66;41;0;1;4;3;85;252;0;0;0;403;5;8;151;4;176;194;69;3;1217
102;102;grapefruit canned;88;2;90;11;66;223;214;14;1;0;91;2192;0;61;94;0;92;6;3;80;532;0;2;0;366;2;1;244;56;244;3221;49;2;1157
103;103;pear canned;38;1;99;49;34;98;74;3;12;0;88;657;0;96;80;0;48;2;85;42;12;0;78;34;68;12;2;53;64;91;73;0;77;19566
104;104;raspberries canned;233;3;81;12;2;598;514;21;84;0;13;1928;0;94;74;0;70;11;6;1;223;0;15;74;282;1;11;307;6;23;2406;92;4;1222
105;105;papaya canned;80;2;1;6;26;218;204;1;6;0;75;169;0;38;0;0;84;14;3;6;14;0;0;38;82;8;1;23;82;23;261;31;2;32371
106;106;grapes canned;98;3;34;72;6;252;238;12;15;0;22;2177;0;89;65;0;6;3;1;2;25;0;3;69;245;1;24;147;77;441;2622;28;1;576
107;107;apple dried;145;2;88;22;41;391;34;6;51;0;24;2145;0;93;0;0;13;3;1;1;26;0;3;36;77;1;8;102;51;23;2678;76;1;561
108;108;peach dried;199;6;55;2;3;508;438;3;7;0;59;2015;0;29;0;0;6;39;5;39;95;0;2;60;232;3;34;335;3;98;8256;68;5;975
109;109;plantain chips;150;84;24;16;33;181;3;6;1;0;39;6;0;87;45;0;24;2;3;1;91;0;14;98;25;49;3;201;94;221;2224;28;1;400
110;110;golden raisins;498;8;2;16;2;1312;977;56;66;0;1;247;0;31;67;0;3;19;2;5;53;0;2;66;875;6;3;578;5;1898;123090;62;5;2400
111;111;raisins seeded;488;9;3;36;3;1295;0;42;112;0;98;273;0;2;92;0;3;18;92;3;89;0;0;0;462;5;43;495;4;1238;136130;58;3;2052
112;112;zante currants dried;408;4;9;3;3;1067;969;59;98;0;67;277;0;2;70;0;2;23;7;4;68;0;2;70;1238;7;47;59;7;180;128450;98;1;2581
113;113;pear dried;94;2;3;10;65;251;224;7;27;0;74;96;0;6;0;0;67;5;54;74;25;0;36;2;122;1;8;119;1;212;1919;5;1;442
114;114;raisins;90;56;5;63;4;238;196;1;14;0;25;46;49;0;15;6;0;20;2;6;81;7;0;3;68;186;18;5;108;18;294;2232;42;26474
115;115;prune plums dried;308;5;10;4;1;815;0;27;94;0;11;1614;0;70;0;0;2;17;2;5;67;0;0;0;521;4;26;471;2;818;7738;55;5;1555
116;116;cranberries dried;370;16;1;2;8;988;78;53;68;0;37;192;0;50;0;0;29;12;3;4;2;0;13;66;12;3;6;6;3;96;48;90;1;120036
117;117;figs dried;21;8;14;3;37;54;4;3;8;0;91;25;0;21;2;0;54;23;46;31;1;0;62;46;136;52;2;57;73;56;571;67;79;20461
118;118;longans dried;5;91;0;0;0;13;0;27;0;0;18;3;0;8;0;0;55;1;0;0;5;0;0;0;8;72;9;8;78;33;112;0;1;2804
119;119;banana chips;147;95;82;6;2;165;10;7;22;0;99;12;0;3;41;0;30;2;2;32;18;0;42;57;51;31;4;215;4;158;1517;60;2;362
120;120;lychee dried;7;3;76;4;61;18;17;10;1;0;49;6;0;60;63;0;15;32;0;4;46;0;71;32;8;71;36;11;12;45;278;80;85;7431
121;121;apricot dried;17;15;20;83;31;44;37;2;5;0;66;22;0;42;64;0;86;2;55;17;12;0;3;88;39;20;2;22;38;5;813;40;55;9329
122;122;longan;2;76;0;0;0;5;0;9;71;0;0;26;0;10;0;0;52;14;0;0;27;0;0;0;39;59;66;3;89;7;85;0;10;3493
123;123;mamey sapote;217;8;3;2;2;562;352;25;95;0;8;1135;0;18;94;0;2;25;7;13;403;0;37;0;315;4;14;193;4;455;7945;0;3;1422
124;124;waxgourd cooked;19;4;26;76;2;43;21;7;18;0;6;1681;0;59;87;0;52;7;2;96;184;0;1;28;315;36;7;175;15;298;88;12;1;578
125;125;jackfruit;33;2;71;4;2;81;67;6;5;0;94;257;0;0;90;19;0;31;3;73;1;48;0;1;0;84;71;5;102;81;74;1568;0;9574
126;126;loquats;9;71;85;35;23;24;0;90;3;0;53;173;0;97;15;0;48;12;0;42;2;0;0;0;32;93;7;26;37;54;532;47;14;6236
127;127;mammy apple mamey;431;42;12;17;7;1058;0;42;254;0;1;7293;0;2;1;0;3;34;9;8;1184;0;0;0;931;7;59;1354;0;931;3976;64;8;3570
128;128;nance;82;13;0;0;0;19;93;7;84;0;39;903;0;0;86;32;0;22;3;2;98;1036;0;14;78;515;37;4;224;3;112;2733;17;29436
129;129;coconut whole coconut;3336;715;672;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;715
130;130;prickly pear;42;5;14;38;2;99;0;8;37;0;44;902;0;0;66;97;0;62;5;0;97;144;0;0;0;577;51;3;876;0;247;2266;12;14977
131;131;lychee;6;16;60;30;67;16;15;24;1;0;29;78;0;0;67;33;0;58;47;0;38;69;0;6;86;5;22;92;1;15;3;164;61;2012
132;132;naranjilla lulo pulp;30;3;0;0;0;71;45;5;13;0;44;1117;0;39;32;0;0;17;3;1;38;0;9;11;96;69;4;132;74;144;240;82;1;230
133;133;coconut meat dried;187;183;162;8;2;67;21;19;46;0;58;8;0;54;59;0;12;2;2;47;4;0;1;49;74;2;9;255;8;583;1537;41;6;402
134;134;waxgourd raw;17;3;36;24;1;4;0;5;38;0;1;1269;0;70;89;0;1;5;2;82;172;0;0;0;251;88;5;132;67;251;79;52;8;514
135;135;surinam cherry pitanga;2;59;0;0;0;5;0;45;0;0;100;64;0;24;0;0;4;96;0;0;18;0;0;0;6;0;0;8;0;8;72;0;0;3056
136;136;passion fruit;17;1;98;51;53;42;2;4;19;0;72;131;0;0;0;68;0;90;3;0;74;54;0;78;30;22;15;3;52;0;122;626;53;6667
137;137;sapodilla;141;19;3;9;50;339;0;7;9;0;80;1326;0;0;80;0;1;3;4;86;25;0;0;0;357;1;14;204;0;204;3281;99;2;1076
138;138;pummelo;48;60;0;0;0;12;0;1;13;0;94;1114;0;0;67;0;0;98;3;0;5;763;0;0;0;5;97;1;75;5;213;270;0;14376
139;139;coconut meat;1405;133;1179;57;15;605;247;132;357;0;22;1866;0;3;1;0;54;21;12;2;131;0;1;19;556;17;96;127;6;4486;141330;56;44;3207
140;140;soursop;149;7;1;2;2;379;305;23;74;0;24;1826;0;2;1;0;1;2;6;1;464;0;2;31;315;2;14;473;0;608;6255;17;2;1276
141;141;papaya;62;4;1;1;51;157;113;7;25;0;4;1277;0;0;97;61;0;70;5;3;14;883;0;4;60;29;17;4;305;26;145;2639;86;19422
142;142;acerola cherry;2;52;74;86;36;4;0;79;77;0;88;44;0;0;39;38;0;93;26;72;76;805;0;0;0;6;7;21;9;0;5;7;45;707
143;143;ohelo berries;39;3;0;0;0;96;0;5;0;0;68;1292;0;66;0;0;82;4;0;0;84;0;0;0;98;0;1;84;0;14;532;0;0;287
144;144;loganberries;81;5;53;23;3;191;113;22;78;0;60;1244;0;8;29;0;50;12;4;83;225;0;13;65;382;2;9;309;18;382;2132;65;5;912
145;145;casaba melon;48;2;12;46;12;112;97;19;15;0;57;1561;0;83;3;0;42;4;1;3;371;0;53;34;187;1;6;187;26;85;3094;70;1;712
146;146;durian;51;19;0;0;0;95;0;5;13;0;79;227;0;0;1;95;0;49;4;29;1;69;0;0;0;21;94;2;105;1;137;1526;0;13358
147;147;coriander leaves raw;4;86;44;10;64;6;1;3;4;0;5;148;0;83;50;0;59;2;69;66;43;0;4;8;107;28;3;42;51;77;834;19;59;16674
148;148;garden cress raw;3;62;52;49;62;5;4;2;63;0;79;8;0;0;72;4;0;30;18;19;17;62;0;11;40;73;9;1;34;1;68;545;32;886
149;149;pasilla peppers dried;24;11;0;0;0;36;0;9;19;0;63;1;0;84;58;0;2;5;1;3;4;0;0;0;68;22;7;91;1;187;1555;75;62;154
150;150;parsley dried;1;96;64;86;93;3;73;1;1;0;58;90;0;62;72;0;14;31;89;30;6;0;8;63;57;92;1;2;61;22;134;29;76;695
151;151;ancho pepper dried;48;14;1;80;8;87;0;2;37;0;68;38;0;55;82;0;4;11;3;6;3;0;0;0;104;79;19;192;2;342;4099;46;2;284
152;152;coriander seeds;5;3;49;2;74;1;0;2;8;0;95;2;0;3;0;0;92;83;0;0;4;0;0;0;128;77;3;59;97;74;228;68;54;158
153;153;dill weed dried;253;44;2;0;0;558;0;20;136;0;2;73;0;0;4;0;0;3;28;0;17;50;0;0;0;178400;5;488;451;4;543;330800;0;960
154;154;borage;19;6;2;2;17;27;0;16;0;0;23;828;0;73;58;0;1;8;72;64;312;0;0;0;828;1;29;463;3;472;4183;84;2;1218
155;155;epazote;0;60;0;0;0;94;0;59;51;0;21;7;0;0;58;13;0;40;65;26;26;47;0;0;0;22;67;59;1;99;7;51;28;363
156;156;chives dried;1;55;51;93;23;1;0;13;41;0;40;91;0;0;9;36;0;9;68;62;54;13;0;0;0;16;47;3;13;95;1;59;77;32
157;157;thyme fresh;1;68;70;56;85;2;0;91;1;0;17;5;0;0;74;80;0;39;19;48;57;13;0;0;0;32;18;1;13;45;8;49;0;545
158;158;butterbur;4;2;0;0;0;5;0;1;0;0;53;1214;0;67;78;0;81;2;0;97;148;0;0;0;422;87;8;25;1;5;149;45;15;586
159;159;wasabi root;142;8;0;0;0;306;0;62;101;0;20;898;0;2;99;0;1;1;3;4;545;0;0;0;1664;2;13;897;5;104;7384;0;21;2699
160;160;rosemary dried;4;2;83;29;85;8;0;81;5;0;48;1;0;2;43;0;16;54;0;74;7;0;0;0;154;84;4;26;11;8;115;84;78;18079
161;161;ginger root;2;28;48;67;46;4;19;68;58;0;0;16;0;73;79;0;55;88;64;51;1;0;30;20;3;92;61;9;26;7;83;80;49;1028
162;162;white pepper;7;0;2;49;32;16;0;2;6;0;75;3;0;0;8;27;0;28;85;0;75;5;0;0;0;64;69;3;22;1;42;18;77;2514
163;163;cloves ground;6;3;17;37;2;14;28;1;7;0;0;2;0;97;47;0;95;32;75;30;83;0;2;36;133;49;2;54;13;22;214;74;20;16019
164;164;paprika;19;9;1;1;5;37;7;1;24;0;61;8;0;0;77;45;0;50;7;2;1;22;0;2;61;156;61;14;121;1;214;155;24;8206
165;165;mace ground;25;17;5;6;2;27;0;4;11;0;97;4;0;79;16;0;32;61;0;39;11;0;0;0;134;1;7;86;73;58;245;83;1;211
166;166;bay leaf;2;42;80;95;76;4;0;86;2;0;84;70;0;21;15;0;54;61;0;94;3;0;0;0;5;31;3;7;58;7;32;77;81;6316
167;167;eppaw;150;18;0;0;0;317;0;46;0;0;15;60;0;0;1;72;0;1;3;12;2;13;0;0;0;110;2;12;32;11;165;340;52;385
168;168;tarragon dried;2;47;10;81;68;3;0;1;38;0;12;68;0;11;92;0;82;83;0;83;3;0;0;0;68;69;2;21;44;19;181;88;19;7752
