Column1;Unnamed: 0;food;Caloric Value;Fat;Saturated Fats;Monounsaturated Fats;Polyunsaturated Fats;Carbohydrates;Sugars;Protein;Dietary Fiber;Cholesterol;Sodium;Water;Vitamin A;Vitamin B1;Vitamin B11;Vitamin B12;Vitamin B2;Vitamin B3;Vitamin B5;Vitamin B6;Vitamin C;Vitamin D;Vitamin E;Vitamin K;Calcium;Copper;Iron;Magnesium;Manganese;Phosphorus;Potassium;Selenium;Zinc;Nutrition Density
0;0;chocolate pudding fat free;105;3;0;0;0;236;178;22;3;11;1;861;0;21;60;69;46;22;2;84;0;0;0;98;441;35;19;17;40;61;235;52;3;724
1;1;tapioca pudding;143;43;11;28;88;239;164;21;0;11;2;79;0;25;3;21;1;31;3;52;3;0;2;10;781;26;1;66;96;66;1012;0;2;1088
2;2;tapioca pudding fat free;105;4;1;80;67;239;159;16;0;11;2;854;0;44;96;12;43;1;56;39;3;0;72;0;582;4;1;56;23;739;784;0;2;845
3;3;rice pudding;122;24;14;6;1;208;131;36;3;136;1;849;43;2;98;89;98;2;2;4;74;15;0;11;63;1074;14;1;9;1;927;1413;83;27329
4;4;corn pudding;328;126;63;39;14;424;165;111;3;180;7;1808;2;1;2;74;26;4;26;13;3;93;48;7;66;975;1;13;375;2;225;440;69;69795
5;5;chocolate pudding;213;69;19;41;2;345;258;31;0;15;2;1042;45;3;61;44;1;2;4;62;5;0;5;66;765;1;19;27;2;84;276;0;5;123424
6;6;lemon pudding;173;44;26;13;2;302;0;41;0;165;4;1098;26;92;71;28;2;1;4;83;12;0;0;0;1485;70;58;165;7;3075;1905;41;5;188516
7;7;vanilla pudding;195;57;15;34;1;339;255;22;0;15;3;1075;18;12;84;92;1;47;2;48;3;0;5;34;735;80;1;6;31;615;975;0;2;115796
8;8;profeel proteiinirahka valio;140;4;2;168;168;193;2;175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1947
9;9;cottage cheese creamed;20;9;3;2;84;7;5;22;0;34;95;16;22;89;39;60;60;59;1;36;0;85;82;0;166;19;71;16;9;318;208;45;18;20576
10;10;zaziki milfina;51;44;16;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44
11;11;cottage cheese low fat;163;23;15;7;41;61;61;28;0;9;9;1864;21;81;5;72;4;3;5;2;0;0;35;24;1379;5;3;113;41;3028;1944;55;9;174683
12;12;cottage cheese nonfat;104;4;2;1;66;97;27;15;0;102;5;1175;93;63;13;6;3;2;6;39;0;0;96;0;1247;71;2;16;63;2755;1987;63;7;150072
13;13;vanilla yogurt low fat;208;31;2;8;36;338;338;121;0;123;2;1936;51;1;54;10;5;3;14;1;2;0;29;24;419;12;2;392;23;3308;5366;49;2;470265
14;14;classique yogurt plain 2 liberte;30;12;7;7;0;17;17;33;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62
15;15;yoplait light strawberry yogurt yoplait;79;0;141;88;44;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61
16;16;vanilla yogurt;145;21;13;5;69;235;235;84;0;85;1;1343;5;91;68;26;3;2;9;94;14;0;3;37;2907;89;1;272;87;2295;3723;80;14;326243
17;17;chocolate yogurt;168;0;0;0;0;353;225;53;18;15;2;1074;0;83;19;42;3;3;0;50;0;0;0;0;132;3;6;60;0;249;5085;69;17;1750
18;18;yogurt parfait;125;15;8;5;2;236;174;5;16;45;48;1177;73;1;18;100;3;11;0;3;213;42;4;85;1565;25;7;253;0;1386;2816;88;13;210272
19;19;yogurt;92;49;31;13;1;7;7;52;0;195;5;1319;26;17;60;81;2;1;6;26;8;76;35;20;1815;49;1;18;84;1425;2325;75;9;19951
20;20;chocolate frozen yogurt;221;63;4;17;2;376;335;52;4;226;1;1239;36;80;8;88;3;2;0;21;0;57;2;71;174;28;8;435;0;1549;4072;59;5;227929
21;21;frozen yogurt;221;63;4;17;2;376;347;52;0;226;1;1239;13;62;95;50;3;1;0;72;12;10;2;54;174;74;8;174;0;1549;2714;5;5;225163
22;22;yogurt low fat;154;38;25;1;1;172;172;129;0;147;2;2084;21;1;45;34;5;3;14;1;2;0;7;7;4484;5;2;417;39;3528;5733;71;22;484517
23;23;vanilla yoghurt oikos;120;18;24;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18
24;24;fruit yogurt;149;17;11;5;24;28;28;6;0;75;13;113;6;81;32;87;2;1;7;99;9;0;79;31;207;1;66;195;29;1635;2655;26;1;243671
25;25;danone low fat alsafi;88;17;1;111;71;89;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1743
26;26;fruit n yogurt parfait mcdonalds;156;19;44;2;1;309;191;41;15;75;65;1112;0;4;29;99;2;4;6;0;207;0;0;0;1281;92;7;209;3;1252;2488;0;5;1879
27;27;triple zero greek yogurt dannon oikos;120;0;0;15;7;225;6;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22598
28;28;greek yogurt;100;7;2;18;10;61;55;173;0;85;81;1447;35;9;45;36;5;4;6;1;0;0;89;10;187;21;1;187;4;2295;2397;32;9;211251
29;29;chocolate rasberry protein mini proteinfx;102;29;18;91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29
30;30;gushers fruit gushers;360;6;80;40;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62
31;31;egg fried;90;68;2;28;15;4;2;63;0;1845;43;32;16;49;35;29;2;93;8;93;0;81;6;79;285;65;9;6;46;989;699;78;6;42904
32;32;glucerna abbott;1010;356;28;0;0;1209;498;0;128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1693
33;33;sports drink;26;0;0;0;0;72;0;0;0;0;73;2323;0;0;0;0;0;0;0;0;151;0;0;0;0;98;1;24;0;216;24;88;56;224
34;34;peanut butter cookie protein syntha 6;200;6;15;2;22;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110
35;35;hanfprotein pulver rohkostqualitat veganz;107;31;3;23;16;142;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;173
36;36;smoothie high protein creamy chocolate slimfast;110;35;5;0;0;21;1;12;0;5;2;15;45;25;100;25;35;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;626
37;37;egg large;138;93;5;118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93
38;38;boysenberries frozen;66;3;49;59;2;161;91;15;7;0;64;1134;0;63;70;0;45;1;3;54;41;0;11;2;356;1;11;211;7;356;1835;58;3;657
39;39;malt beverage;88;3;5;32;1;191;191;5;0;0;20;216;0;22;21;0;1;26;20;44;12;0;0;0;166;48;1;166;46;379;19;49;25;378
40;40;chocolate powder for milk;88;5;5;0;0;199;18;1;1;0;12;2;0;41;79;0;90;64;0;2;6;0;38;41;1001;2;0;117;2;189;616;39;15;1285
41;41;vegetable fruit juice;9;17;0;0;0;22;6;71;0;0;43;272;0;47;0;0;75;23;25;50;96;0;5;36;9;31;13;3;32;6;56;27;69;12912
42;42;cocoa powder unsweetened;12;7;4;2;48;31;87;11;18;0;62;2;0;49;78;0;58;1;54;28;0;0;85;56;69;2;7;269;2;396;823;35;4;143
43;43;coconut milk;35;36;32;2;10;8;5;3;3;0;1;101;0;58;94;0;0;1;45;69;4;0;63;14;24;23;2;56;1;15;395;96;1;80
44;44;cocoa powder;28;3;2;61;55;59;46;5;3;0;34;1;66;45;96;51;33;48;66;85;16;0;94;1;93;49;75;58;10;221;498;69;1;16393
45;45;rice drink;113;23;0;15;8;22;127;7;7;0;58;2143;0;2;10;0;8;3;9;4;59;0;42;11;78;2832;13;5;264;7;1344;648;9;25883
46;46;coconut water;46;5;4;91;30;89;63;17;26;0;3;228;0;2;50;0;1;2;1;82;58;0;0;0;576;29;7;60;3;48;600;45;2;778
47;47;caramel med iced coffee dunkin donuts;268;9;41;37;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90
48;48;instant coffee with water decaffeinated;4;0;24;0;68;8;0;2;0;0;93;1771;0;0;0;0;58;5;92;0;0;0;0;0;72;46;42;72;98;54;644;20;53;8247
49;49;instant coffee powder;353;5;2;90;2;754;0;122;0;0;51;31;0;90;0;0;31;282;19;73;0;0;0;77;141;1;44;327;17;303;353500;24;4;2335
50;50;instant coffee powder decaffeinated;6;69;15;31;75;14;0;2;0;0;90;51;0;0;0;0;72;5;77;0;0;0;0;15;25;31;56;56;84;51;63;15;4;4121
51;51;instant cappuccino powder;53;7;4;2;98;112;9;4;2;3;74;2;0;73;67;37;87;3;37;11;100;0;80;62;173;78;36;56;14;238;108;64;58;29908
52;52;coffee decaffeinated;0;0;87;0;99;0;0;2;0;0;58;2353;0;0;0;0;0;5;91;0;0;0;0;23;47;28;1;119;83;24;128;42;84;50
53;53;espresso decaffeinated;3;11;37;0;57;5;0;65;0;0;11;293;0;87;54;0;3;16;86;35;26;0;0;47;6;85;87;24;93;21;345;0;36;1391
54;54;instant coffee with water;4;0;51;0;25;6;0;2;0;0;15;1774;0;0;0;0;73;4;89;0;0;0;0;0;72;26;15;72;1;54;537;54;13;8027
55;55;coffee;2;69;11;16;11;0;0;3;0;0;75;2356;0;34;76;0;2;5;6;22;0;0;68;25;47;45;51;71;76;71;1161;0;39;509
56;56;espresso;3;86;68;0;54;5;0;21;0;0;83;293;0;88;73;0;80;16;75;99;99;0;5;27;6;22;49;24;23;21;345;0;20;1263
57;57;whey protein powder vanilla eas;108;17;14;13;202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17
58;58;energy drink sugar free red bull;13;2;0;0;0;18;0;6;0;0;8;2459;0;31;0;90;14;213;48;5;0;0;0;0;325;48;23;75;16;0;75;67;0;3519
59;59;powerade coca cola;9;9;76;78;54;23;18;0;0;0;5;271;0;21;0;82;0;5;0;13;0;0;0;0;3;0;96;0;0;3;53;0;58;2671
60;60;amp energy pepsi;110;2;0;0;0;29;29;6;0;0;93;2095;0;78;0;83;8;48;24;5;0;0;0;0;312;44;53;72;0;408;72;75;0;61067
61;61;gatorade g2 pepsi;2;52;0;0;0;6;4;69;0;0;11;289;0;0;0;91;0;0;0;0;0;0;0;38;0;0;0;0;0;21;38;0;0;69
62;62;amp energy sugar free pepsi;5;0;0;0;0;25;0;0;0;0;93;236;0;0;0;84;3;2;1;2;0;0;0;0;0;95;0;72;0;408;48;38;0;25
63;63;energy drink red bull;111;0;0;0;0;264;264;12;0;0;1;2302;0;0;1;0;68;3;254;49;56;0;0;0;0;155;49;2;49;86;0;77;72;33224
64;64;powerade zero ion4 coca cola;0;0;0;0;0;0;0;0;0;0;30;295;0;98;0;28;0;2;0;64;7;0;2;57;6;51;72;3;0;0;3;0;26;1393
65;65;full throttle coca cola;110;2;0;0;0;29;29;6;0;0;71;2095;0;37;0;31;0;4;0;4;0;0;0;0;312;54;37;72;0;0;72;83;0;61049
66;66;passion fruit juice purple;148;4;64;37;3;357;352;17;5;0;84;208;0;0;39;0;2;55;0;1;45;0;90;11;99;1;9;42;0;618;6867;1;1;941
67;67;pomegranate juice;134;7;2;1;1;327;315;4;2;0;89;214;0;37;14;0;6;6;7;19;2;0;9;81;274;60;2;174;2;274;5329;65;2;618
68;68;cranberry apricot juice;157;0;0;0;0;397;0;5;2;0;7;2046;0;89;71;0;10;3;71;82;0;0;0;0;221;51;4;74;3;123;1495;0;50;629
69;69;pineapple juice;133;3;71;27;1;322;25;9;5;0;75;2159;0;0;1;4;0;64;5;1;3;1095;0;48;62;325;2;8;30;13;20;325;99;34477
70;70;passion fruit juice yellow;126;1;8;20;94;336;331;1;5;0;3;2115;0;0;100;0;3;36;0;1;736;0;36;90;99;1;6;42;0;321;6867;98;1;1193
71;71;orange apricot juice;128;3;1;78;63;318;302;8;3;0;96;2168;0;22;94;0;21;5;2;80;50;0;3;54;125;24;3;125;91;20;200;86;1;960
72;72;tangerine juice;106;5;82;15;54;249;245;12;5;0;22;2196;0;0;1;86;0;94;2;3;1;766;0;3;0;445;60;5;198;31;346;4397;16;2729
73;73;orange juice;90;4;79;46;37;208;168;14;4;0;67;1766;0;0;2;2;0;10;8;4;52;100;0;13;53;22;60;4;22;56;34;400;67;23177
74;74;grapefruit juice;96;2;11;90;8;227;0;12;0;0;61;2223;0;0;60;38;0;10;5;5;1;939;0;0;0;222;4;5;296;37;371;4001;0;24254
75;75;pineapple grapefruit juice;118;3;77;0;22;29;288;5;3;0;54;2198;0;42;47;0;70;7;1;1;115;0;1;46;175;1;8;15;1;15;1525;25;2;1634
76;76;tamarind nectar;143;3;0;0;0;37;319;2;13;0;46;2133;0;77;55;0;24;2;25;48;178;0;3;69;251;54;19;10;79;5;678;0;89;836
77;77;apple juice;114;3;64;78;90;28;239;2;5;0;38;2188;0;0;83;0;0;19;2;1;25;22;0;57;0;198;65;3;124;2;174;2505;39;29087
78;78;limeade;128;0;0;0;0;341;328;0;0;0;71;2126;0;47;58;0;34;50;6;51;77;0;0;0;49;58;0;49;68;25;247;81;24;467
79;79;guava nectar;158;2;50;71;54;408;325;2;25;0;63;2096;0;0;60;75;0;73;4;2;57;53;0;1;87;201;55;1;5;1;5;979;0;4383
80;80;orange grapefruit juice;106;2;9;1;98;254;251;15;2;0;82;2189;0;1;5;0;40;8;3;79;719;0;3;66;198;2;11;247;67;346;3903;5;2;1201
81;81;orange juice sainsburys;14;88;25;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49
82;82;cranberry apple juice;154;3;66;14;1;388;355;0;0;0;61;2053;0;0;0;0;0;0;0;0;968;0;3;75;74;70;2;25;100;49;417;0;15;1435
