Column1;Unnamed: 0;food;Caloric Value;Fat;Saturated Fats;Monounsaturated Fats;Polyunsaturated Fats;Carbohydrates;Sugars;Protein;Dietary Fiber;Cholesterol;Sodium;Water;Vitamin A;Vitamin B1;Vitamin B11;Vitamin B12;Vitamin B2;Vitamin B3;Vitamin B5;Vitamin B6;Vitamin C;Vitamin D;Vitamin E;Vitamin K;Calcium;Copper;Iron;Magnesium;Manganese;Phosphorus;Potassium;Selenium;Zinc;Nutrition Density
10;10;lard vegetable oil;115;128;52;57;14;0;0;0;0;72;0;0;0;0;0;0;0;0;0;0;0;0;1;16;0;0;0;0;0;0;0;0;0;128
11;11;shortening;113;128;32;57;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;39;0;0;0;0;0;0;0;0;0;128
12;12;vegetable oil spread;75;84;17;27;37;1;0;7;0;1;81;53;1;98;52;88;60;81;0;5;92;0;3;22;29;0;0;3;0;22;42;0;0;11613
13;13;cottonseed oil;120;136;35;24;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;66;0;0;0;0;0;0;0;0;0;136
14;14;vegetable oil spread fat free;6;5;15;1;3;4;0;2;0;2;1;137;1;15;4;69;79;2;0;77;51;0;8;62;57;52;41;6;0;45;75;0;44;7001
15;15;soy margarine;88;99;32;52;11;0;0;0;0;0;1;39;27;0;6;58;0;35;0;41;51;0;0;8;0;0;0;0;0;0;0;0;0;12642
16;16;margarine with salt;100;113;21;54;34;17;0;31;0;0;1;23;21;1;1;63;80;94;54;0;36;13;0;13;68;4;0;59;4;0;7;25;0;13618
17;17;margarine;102;115;22;55;35;18;0;37;0;0;91;23;21;1;84;65;20;93;34;0;76;98;0;13;59;4;0;73;4;0;7;26;0;13719
18;18;salmon fish oil;123;136;27;39;55;0;0;0;0;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;136
19;19;nutmeg butter oil;1927;218;1962;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;2180
20;20;almond butter;98;89;7;52;22;3;7;34;16;0;37;3;0;39;17;0;2;5;16;72;0;0;39;0;555;1;6;446;3;813;1197;54;5;730
21;21;sour cream shoprite;60;5;35;1;1;1;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60
22;22;ucuhuba butter oil;120;136;116;9;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61;0;0;0;0;0;0;0;0;0;0;136
23;23;chicken fat;115;128;38;57;27;0;0;0;0;109;0;32;0;0;0;0;0;0;0;0;0;11;3;0;0;0;0;0;0;0;0;68;0;128
24;24;herring fish oil;123;136;29;77;21;0;0;0;0;1042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;136
25;25;bacon grease;39;43;17;19;5;0;0;0;0;41;9;0;0;0;0;0;0;0;0;0;0;63;81;0;0;0;0;0;0;0;0;0;31;43
26;26;turkey fat;45;5;15;21;12;0;0;0;0;51;0;14;0;0;0;0;0;0;0;0;0;85;1;0;0;0;0;0;0;0;0;83;0;50
27;27;beef tallow;115;128;64;54;5;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;62;3;0;0;0;0;0;0;0;0;15;0;128
28;28;goose fat;45;5;14;28;6;0;0;0;0;5;0;53;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;98;0;50
29;29;duck fat;44;5;17;25;6;0;0;0;0;5;0;15;0;0;0;0;0;0;0;0;0;43;1;0;0;0;0;0;0;0;0;41;0;50
30;30;mutton tallow;45;5;24;2;4;0;0;0;0;51;0;0;0;0;0;0;0;0;0;0;0;89;1;0;0;0;0;0;0;0;0;57;0;50
31;31;grapeseed oil;120;136;13;22;95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;136
32;32;sheanut oil;1927;218;1016;959;113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2180
33;33;almond oil;120;136;11;95;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;53;0;0;0;0;0;0;0;0;0;136
34;34;sunflower oil;120;136;12;78;39;0;0;0;0;0;0;0;66;0;0;0;0;0;0;0;0;0;0;56;100;0;0;60;0;0;0;0;0;13617
35;35;cashew butter;94;79;16;47;13;44;8;28;3;0;71;5;0;65;99;0;42;3;2;59;0;0;1;93;69;4;8;413;1;731;874;56;8;231
36;36;canola oil;124;14;1;89;39;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0;24;88;0;0;0;0;0;0;0;0;14132
37;37;babassu oil;1927;218;177;249;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;416;0;0;0;0;0;0;0;0;0;0;2180
38;38;teaseed oil;120;136;29;7;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;136
39;39;avocado oil;124;14;16;99;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;140
40;40;vegetable palm kernel oil;117;136;111;16;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;26;0;0;0;0;0;0;0;0;0;136
41;41;coconut oil;117;136;112;9;2;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;17;29;0;0;13;0;0;0;0;0;13661
42;42;safflower oil;120;136;1;102;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;55;0;0;0;0;0;0;0;0;0;136
43;43;vegetable oil;120;136;21;31;78;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;13;73;0;0;83;0;0;0;0;0;13706
44;44;apricot kernel oil;40;45;3;27;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;45
45;45;peanut oil;119;135;23;62;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;40;0;0;4;0;0;0;0;0;56;13575
46;46;poppyseed oil;120;136;18;27;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;136
47;47;flaxseed oil;120;136;12;25;92;0;0;86;0;0;0;40;0;0;0;0;0;0;0;0;0;0;25;81;1;0;0;0;0;1;0;0;86;13729
48;48;tomatoseed oil;1927;218;429;497;1158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83;0;0;0;0;0;0;0;0;0;0;2180
49;49;wheat germ oil;120;136;26;21;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;203;34;0;0;0;0;0;0;0;0;0;136
50;50;sesame oil;40;45;6;18;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;71;0;0;0;0;0;0;0;0;0;45
51;51;corn granola oil;124;14;11;82;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;82;0;0;0;0;0;0;0;0;0;140
52;52;cocoa butter oil;120;136;81;45;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;37;0;0;0;0;0;0;0;0;0;136
53;53;olive oil;119;135;19;98;14;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;19;66;1;0;92;0;0;0;1;0;0;13618
54;54;palm kernel oil;40;45;4;3;0;0;0;0;0;0;98;64;2;0;0;0;0;0;0;0;0;0;0;2;33;40;0;71;0;0;0;61;0;4741
55;55;mustard oil;124;14;16;83;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;140
56;56;rice bran oil;120;136;27;53;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;72;0;0;1;0;0;0;0;0;0;13689
57;57;vegetable macaroni dry;308;9;1;1;4;629;0;11;36;0;60;83;0;9;2;0;4;62;6;1;0;0;0;0;286;2;36;386;32;974;2394;0;6;1106
58;58;chow mein noodles;257;99;1;3;59;375;5;59;15;0;5;7;0;3;48;0;2;33;3;29;0;0;13;80;112;28;26;291;0;902;672;86;8;686
59;59;chinese noodles;456;94;88;85;72;1119;0;2;7;0;88;174;0;0;2;32;0;0;3;1;31;0;0;2;0;325;1;28;39;1;416;13;44;112906
60;60;vegetable macaroni cooked;172;1;37;79;11;357;15;61;58;0;15;916;0;2;45;0;52;14;5;79;0;0;3;45;147;1;7;255;13;67;415;82;6;631
61;61;corn pasta dry;375;22;3;6;1;832;0;78;116;0;27;105;0;2;48;0;2;26;5;2;0;0;0;0;42;2;1;125;5;2657;3087;90;19;1100
62;62;egg noodles dry;146;17;4;5;5;271;7;54;13;319;95;34;86;30;29;47;39;8;3;60;0;83;1;26;133;1;7;22;3;916;927;16;7;49598
63;63;whole wheat spaghetti dry;98;4;47;3;2;212;0;41;0;0;2;21;0;1;24;0;42;15;3;93;0;0;0;0;113;1;1;405;9;73;608;22;7;380
64;64;japanese soba noodles dry;95;2;84;35;94;211;0;41;0;0;2;19;0;1;23;0;15;9;3;9;0;0;0;0;99;35;8;269;4;719;713;0;5;361
65;65;rice noodles dry;103;2;53;67;90;236;0;1;5;0;6;34;0;62;91;0;30;32;62;17;0;0;0;0;51;79;2;34;1;433;85;53;2;306
66;66;spinach spaghetti dry;105;4;97;15;2;212;8;38;3;0;94;24;0;1;7;0;90;13;3;87;0;0;2;67;164;1;6;492;7;94;1064;68;8;454
67;67;egg noodles cooked;110;17;3;5;4;201;3;36;1;232;27;542;7;29;2;12;11;1;17;2;29;0;0;1;0;96;51;12;168;3;608;304;66;26542
68;68;japanese somen noodles cooked;231;3;6;62;1;485;0;7;0;0;3;1195;0;29;39;0;46;2;3;51;0;0;0;0;141;82;9;35;4;475;51;0;4;708
69;69;whole wheat macaroni dry;365;15;3;2;6;788;0;154;87;0;28;77;0;5;23;0;2;54;1;2;0;0;0;0;42;5;38;1502;32;2709;2258;0;25;1502
70;70;pasta marinara and ground beef sauce;41;16;5;7;1;41;1;25;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87
71;71;macaroni raw;390;16;3;2;6;784;28;137;34;0;97;104;0;9;2;0;4;75;5;1;0;0;1;56;221;3;35;557;1;1985;2342;73;15;1227
72;72;spaghetti dry;105;4;45;43;2;211;8;37;9;0;90;28;0;3;61;0;1;2;1;84;0;0;64;89;59;47;9;15;3;535;631;11;4;329
73;73;fusilli cucina;100;4;1;201;8;34;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38
74;74;japanese somen noodles dry;101;2;0;13;12;21;0;32;12;0;5;26;0;0;28;0;86;2;1;98;0;0;0;0;65;52;4;79;1;226;464;0;1;325
75;75;pasta cooked;301;24;3;3;1;573;0;118;0;759;73;1577;61;5;1;89;3;23;4;36;0;0;0;0;138;2;26;414;5;1449;552;0;13;87985
76;76;macaroni cooked;221;13;2;2;4;432;8;81;25;0;71;87;0;0;4;1;0;2;24;2;89;0;0;21;0;98;1;18;252;5;812;616;29;55217
77;77;spinach egg noodles dry;145;17;4;5;4;267;0;56;26;361;96;33;0;4;83;100;2;25;3;2;0;0;0;0;213;25;16;312;4;733;1349;0;7;595
78;78;japanese soba noodles cooked;113;1;26;85;7;244;0;58;0;0;100;832;0;1;22;0;97;6;3;26;0;0;0;0;46;84;5;103;4;285;399;0;1;354
79;79;rice noodles cooked;190;4;72;7;21;423;52;32;18;0;75;1299;0;2;9;0;11;1;87;3;0;0;0;0;7;45;2;53;2;352;7;76;4;549
80;80;whole wheat macaroni cooked;174;8;1;1;3;372;11;75;39;0;57;94;0;2;39;0;87;1;6;1;0;0;4;61;21;2;15;42;19;1246;616;77;11;719
81;81;spaghetti cooked;363;21;4;3;7;71;13;133;41;0;89;1429;0;0;6;2;0;3;39;3;1;0;0;1;0;161;2;29;414;7;1334;1012;16;908
82;82;whole wheat spaghetti cooked;174;8;1;1;3;372;11;75;63;0;91;94;0;2;81;0;43;1;6;1;0;0;4;83;21;2;15;42;19;1246;616;28;11;743
83;83;waffle;218;106;21;26;51;247;0;59;0;518;4;315;69;2;62;80;3;16;4;67;3;0;0;0;1913;24;17;143;2;1425;1193;68;5;234547
84;84;baked taco shell;61;27;8;8;9;83;2;8;9;0;4;8;0;90;38;0;48;2;0;89;0;0;94;69;125;43;2;111;92;304;301;97;2;254
85;85;puff pastry;1367;943;135;216;545;112;18;181;37;0;6;181;0;8;1;0;6;93;0;62;0;0;13;30;245;3;64;392;12;147;1519;51;13;2590
86;86;blueberry muffin;214;92;16;27;46;302;179;26;6;171;2;142;1;95;68;77;94;16;8;3;34;5;65;9;54;251;63;7;57;3;832;69;2;42915
87;87;bread crumbs;427;57;13;11;22;777;67;144;49;0;8;7;0;1;1;21;4;72;6;1;0;0;11;5;1976;3;52;464;1;1782;2117;79;16;3055
88;88;warm cinnamon roll mcdonalds;113;51;13;26;8;15;7;2;5;164;1;58;60;50;19;0;59;7;2;43;0;0;5;0;161;83;5;54;1;294;396;0;2;39264
89;89;corn muffin;201;55;9;14;21;337;117;39;22;172;3;215;10;2;43;99;2;13;3;63;0;0;5;35;488;2;19;211;2;1874;455;41;4;96069
90;90;tortilla;467;19;6;4;8;984;54;143;47;0;9;787;0;7;2;0;2;81;3;1;0;0;4;28;1379;2;75;374;5;2876;2069;11;6;2647
91;91;croutons seasoned;186;73;21;38;9;254;18;43;2;28;4;14;29;2;57;53;2;19;3;78;0;0;2;69;384;43;11;168;2;56;724;12;4;785
92;92;buttermilk waffle;102;31;8;17;5;16;15;24;9;43;2;104;1;2;45;60;2;26;98;4;0;0;2;43;987;72;22;73;54;1465;455;8;2;1234
93;93;flour tortilla;146;37;6;19;11;241;13;39;12;0;4;159;0;2;65;0;93;21;1;42;0;0;4;95;799;89;16;103;3;1044;652;4;3;1144
94;94;glazed donut;55;3;12;9;5;62;3;8;3;39;82;29;98;2;62;77;61;3;59;21;2;16;2;25;131;70;3;22;86;152;133;56;31;23931
95;95;corn tortilla;52;7;1;2;3;107;2;14;15;0;75;11;0;75;36;0;28;4;73;41;0;0;38;0;194;36;3;173;66;754;446;56;3;340
96;96;muffin;169;65;12;16;33;236;0;39;15;222;3;215;78;2;94;28;2;13;2;10;2;0;0;0;114;42;14;97;2;872;69;23;3;151166
97;97;croutons;33;5;1;2;1;59;0;1;4;0;35;4;0;47;61;0;78;4;73;60;0;0;0;0;61;68;3;25;93;92;99;26;93;142
98;98;donut with jelly filling;289;159;41;87;2;332;179;5;8;221;4;303;44;3;86;81;1;18;7;50;0;0;4;12;213;1;15;17;2;723;672;9;6;77736
99;99;sweet cinnamon rolls;309;136;26;4;62;422;263;51;2;548;3;206;39;3;3;73;2;2;3;85;17;0;17;88;598;34;13;141;2;631;921;85;5;125783
100;100;oat bran muffin;46;13;2;3;7;82;14;12;8;0;67;6;0;28;90;0;49;24;2;26;0;0;1;35;107;82;7;267;4;639;862;35;3;229
101;101;french cruller donut;169;75;19;43;9;244;144;13;5;45;1;73;2;5;62;61;57;9;20;52;0;0;58;36;107;84;1;49;18;504;32;70;1;4542
102;102;pancakes;86;37;8;9;17;108;0;24;0;224;2;201;25;82;31;30;1;6;2;69;1;0;0;0;832;49;7;61;60;604;502;30;2;100942
103;103;chocolate donut;250;119;31;68;15;344;192;27;13;342;1;98;78;91;59;9;51;3;2;40;41;0;1;71;1278;1;14;204;2;972;636;51;3;179637
104;104;sweet cheese rolls;238;121;4;6;13;288;0;47;8;502;2;194;0;16;60;48;83;5;3;86;1;0;0;0;779;49;5;125;1;647;904;9;4;1249
105;105;eclair;234;192;115;54;11;112;2;44;4;1215;1;544;2;1;20;56;2;7;4;5;2;40;7;47;315;34;9;72;1;675;639;91;4;680
106;106;donut with cream filling;307;208;46;103;26;255;124;54;7;204;3;325;43;3;20;26;1;19;6;96;0;0;2;88;213;39;16;17;2;646;68;17;7;75331
107;107;fruit toaster pastry;209;56;13;33;7;371;148;24;5;0;2;53;2;2;51;0;2;27;2;2;0;0;5;11;56;25;2;61;2;388;413;30;2;534
108;108;donut;192;103;27;57;13;229;0;23;7;144;2;88;62;1;82;10;26;7;2;65;27;0;0;0;27;18;5;77;2;527;459;1;2;63823
109;109;pancakes whole wheat;92;29;8;8;11;129;0;37;12;268;3;232;47;26;94;91;2;1;2;75;2;0;0;0;110;56;14;202;7;1641;1228;44;5;132377
110;110;keikitos;196;106;0;0;0;223;108;29;5;0;2;55;0;0;0;0;0;0;0;0;0;0;0;0;265;95;11;5;11;1071;378;33;2;639
111;111;zwieback;30;7;2;3;1;52;9;7;2;6;50;3;63;31;7;2;0;4;2;79;10;4;0;2;41;14;83;60;1;0;39;214;23;7083
112;112;chocolate coated donut;81;45;24;16;4;92;48;9;3;34;99;3;77;78;77;48;16;3;61;32;2;0;4;40;43;61;7;54;1;378;362;37;2;2016
113;113;waffle toasted;103;32;5;16;7;163;17;24;8;5;2;101;1;2;23;19;2;29;1;3;0;0;3;29;1013;59;23;79;35;1416;475;9;2;1264
114;114;cinnamon toaster pastry;206;71;18;4;9;341;0;26;5;0;2;54;1;2;63;43;3;23;1;2;17;0;0;0;17;88;2;12;2;665;57;22;3;63489
115;115;wheat bran bread;89;12;3;6;2;172;35;32;14;0;2;136;0;1;82;0;1;16;2;79;0;0;1;69;266;3;11;292;6;666;817;57;5;507
116;116;white bread;77;1;2;2;5;143;16;26;8;0;1;106;22;0;2;26;0;6;14;2;38;0;0;1;81;418;40;1;67;2;284;365;9;18931
117;117;oat bran bread;71;13;2;5;5;119;23;31;14;0;1;132;90;2;66;0;1;14;2;8;0;0;1;75;195;80;9;105;2;423;441;71;3;38121
118;118;whole wheat bread natures own;50;1;11;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10
119;119;high protein bread dr zaks;152;3;5;153;25;153;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;183
120;120;wheat bread;79;13;2;2;5;138;17;31;12;0;1;102;39;0;1;54;0;90;16;2;62;26;0;24;26;363;66;1;119;3;374;409;39;19619
121;121;egg bread toasted;117;24;6;11;4;195;7;39;9;207;2;105;96;1;66;91;2;18;50;4;0;1;1;63;377;5;12;78;2;433;466;46;3;65618
122;122;butter toastbrot ja;66;9;6;12;8;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29
123;123;vienna bread toasted;93;6;1;1;2;18;1;38;9;0;2;6;0;1;37;0;1;16;2;7;95;0;11;63;136;75;11;9;2;365;406;82;3;38073
124;124;vienna bread;92;6;2;1;3;181;8;38;8;0;2;89;0;1;80;0;81;15;1;62;95;0;7;76;141;18;12;9;2;365;41;57;3;38633
125;125;protein bread;47;4;9;91;2;83;3;23;6;0;8;76;0;0;43;0;83;8;0;25;0;0;3;7;236;91;8;124;3;352;612;85;3;360
126;126;banana bread;186;6;13;26;18;311;0;25;6;245;2;166;68;78;73;35;1;8;2;37;1;0;0;0;12;4;8;8;1;331;764;96;2;54061
127;127;rice bran bread;66;12;2;4;5;117;13;24;13;0;81;111;0;2;63;0;51;18;2;92;0;0;2;19;186;39;1;216;4;481;581;61;4;362
128;128;white fibre wonder bread;95;1;2;2;5;18;2;35;15;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;240
129;129;focaccia;142;45;5;32;6;204;1;5;1;0;3;262;0;3;38;0;2;21;4;10;0;0;8;14;20;73;18;114;2;73;65;16;8;527
130;130;oat bran bread toasted;70;13;2;5;5;118;23;31;13;0;1;104;70;1;35;0;46;13;79;23;0;0;1;84;192;49;9;92;2;313;332;80;3;37631
131;131;rye bread;83;11;2;4;3;155;12;27;19;0;2;119;0;1;37;0;1;12;1;98;1;0;1;63;234;5;9;128;3;40;531;88;4;456
132;132;wheat germ bread;73;8;2;4;2;135;1;27;6;0;2;104;0;1;59;72;1;13;1;86;33;0;1;90;249;57;1;78;2;339;711;85;3;43598
133;133;protein bread toasted;46;4;59;82;2;82;2;22;6;0;49;58;0;36;23;0;67;7;30;60;0;0;69;25;231;45;8;95;1;321;588;15;2;353
134;134;oatmeal bread;73;12;2;4;5;131;22;23;11;0;1;99;83;1;64;0;25;8;9;26;0;0;1;58;178;91;7;10;3;34;383;5;3;36227
135;135;arepa;215;53;28;15;1;364;9;54;25;49;3;498;11;21;0;0;50;9;2;1;0;0;3;41;872;90;1;265;1;1147;862;40;8;137897
136;136;raisin bread toasted;86;14;3;7;2;165;18;25;14;0;1;81;0;27;77;0;1;1;1;65;1;0;13;89;209;99;9;81;2;342;713;13;2;437
137;137;cracked wheat bread;74;11;3;5;2;14;0;25;16;0;2;101;0;1;11;0;42;1;1;80;0;0;0;0;122;74;8;147;4;433;501;55;4;322
138;138;garlic bread;151;71;23;2;23;179;16;36;11;0;2;137;67;2;34;52;37;18;3;40;95;58;5;12;116;79;13;99;2;374;443;52;4;42646
139;139;rye bread toasted;82;1;2;4;3;154;12;27;19;0;2;9;0;1;39;0;19;11;9;76;47;0;1;48;232;99;9;125;3;40;531;72;4;45128
140;140;whole wheat bread;128;25;4;5;14;236;18;39;28;0;2;15;0;1;84;0;1;18;2;43;0;0;3;7;152;1;14;373;9;86;1444;78;7;494
141;141;whole wheat bread toasted;128;25;4;5;14;237;18;39;28;0;2;109;0;1;12;0;30;17;1;49;0;0;4;48;151;1;14;374;9;861;1449;15;7;494
142;142;pan dulce bread;231;73;14;22;1;355;79;59;14;189;1;136;48;2;38;82;1;22;4;58;8;0;2;49;542;45;18;151;3;592;649;14;5;10692
143;143;rice bran bread toasted;66;13;2;4;5;118;13;24;13;0;26;9;0;1;64;0;0;17;15;73;0;0;2;64;188;22;1;19;4;435;53;41;3;366
144;144;pita bread whole wheat;74;7;1;53;3;154;2;27;21;0;1;86;0;83;68;0;73;8;2;28;0;0;2;76;42;16;9;193;5;504;476;46;4;260
145;145;wheat germ bread toasted;73;8;2;4;2;136;1;27;6;3;2;73;0;11;84;63;22;11;63;76;30;0;1;92;25;59;1;95;3;438;713;8;4;43706
146;146;pumpernickel bread;65;8;1;2;3;124;1;23;17;0;2;99;0;34;60;0;94;8;1;65;0;0;1;1;177;8;7;14;3;463;541;61;4;356
147;147;frybread;502;186;7;67;16;734;31;102;0;106;5;48;0;7;2;0;3;7;2;92;0;0;0;58;866;1;61;274;5;187;117;94;5;1949
148;148;white bread toasted;83;11;2;2;6;154;13;25;7;3;2;86;0;1;5;0;70;11;10;77;0;0;14;94;337;30;9;74;1;291;371;11;2;543
149;149;piki bread;109;2;2;5;5;202;4;25;26;0;28;25;0;23;0;0;93;8;2;2;0;0;2;78;515;40;17;507;5;1047;1691;19;11;805
150;150;wheat bread toasted;75;1;2;2;4;134;15;31;11;0;1;58;0;1;48;0;45;15;1;68;8;0;87;86;396;15;1;142;3;451;535;79;4;59243
151;151;pita bread;165;7;91;38;3;334;8;55;13;0;3;193;0;4;12;0;2;28;2;95;0;0;2;1;516;1;16;156;3;582;72;82;5;941
152;152;potato bread;85;1;0;0;0;151;3;4;2;0;1;107;0;16;59;37;12;77;4;3;84;0;24;2;72;602;72;7;9;74;1181;2298;51;22272
153;153;egg bread;115;24;6;9;4;191;7;38;9;204;2;139;95;2;66;9;2;19;1;6;0;87;1;78;372;84;12;76;2;424;46;77;3;64622
154;154;oatmeal bread toasted;73;12;2;4;5;132;22;23;11;0;1;78;43;11;79;0;86;8;26;38;4;0;1;23;18;83;7;103;3;343;385;43;3;36622
155;155;cheese bread;196;10;3;21;44;215;1;5;1;48;4;101;7;2;7;14;1;16;2;80;0;56;7;35;432;96;12;82;2;576;403;80;5;81937
156;156;pumpernickel bread toasted;80;1;1;3;4;151;2;28;21;0;2;92;0;47;85;0;62;9;50;15;0;0;1;44;215;25;9;174;4;566;661;33;5;434
157;157;raisin bread;88;14;3;7;2;167;18;25;14;0;1;108;0;1;37;0;1;11;1;3;52;0;50;32;211;32;9;83;2;349;726;96;2;4409
158;158;pumpernickel roll;77;8;1;2;3;148;1;3;15;0;1;9;0;1;27;0;18;8;2;28;0;0;2;54;188;67;8;151;5;479;582;69;4;397
159;159;cinnamon raisin bagel;71;4;54;79;2;144;16;25;6;0;47;83;98;80;30;0;50;8;1;45;2;0;22;81;49;73;1;73;2;26;385;26;3;24016
160;160;english muffin;127;11;2;2;5;255;9;5;26;0;2;241;0;2;54;0;2;19;2;18;0;0;3;94;1015;40;16;211;3;61;106;18;6;1373
161;161;rye dinner roll;123;15;3;5;3;228;5;44;21;0;3;129;0;2;8;0;1;17;2;15;0;0;1;28;129;29;12;232;3;684;774;29;4;449
162;162;english muffin whole wheat;134;14;2;3;6;267;53;58;44;0;2;302;0;2;91;0;3;23;5;1;0;0;3;78;1749;1;16;469;12;1861;1386;29;11;2148
163;163;dinner roll whole wheat;74;13;2;3;6;143;24;24;21;0;1;93;0;1;32;0;32;1;1;70;0;0;3;85;297;50;7;238;6;627;762;91;6;505
164;164;dinner roll;76;18;4;9;3;129;5;24;11;0;1;104;0;1;59;0;71;11;1;72;0;0;1;74;493;32;1;101;3;291;322;97;3;685
165;165;hotdog roll;117;16;4;3;7;211;31;41;8;0;2;144;4;7;2;95;30;1;18;0;48;5;0;1;8;605;95;14;97;2;424;512;87;27796
166;166;bagel;245;15;0;3;9;479;6;10;4;0;4;368;0;0;4;68;0;2;33;4;1;0;0;3;19;196;2;27;50;14;1392;1617;99;63783
